AñoMes,Aerolinea,Codigo_IATA,Tipo,Región,Tipo_Operacion,Categoria_Precios,Terminal,Area_Terminal,Cantidad_Pasajeros,Pasajeros_Atrasados_Perdida_Conexion,Vuelos_Atrasados_Aeropuerto
201208,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,3986,558-151,4
201208,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,4823,820-213,4
201208,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,2913,670-188,3
201208,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,2867,659-264,2
201208,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,48138,12516-4631,43
201208,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,47061,11765-5765,39
201208,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,5857,1640-968,6
201208,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,5615,1011-354,5
201208,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8323,1748-996,8
201208,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7875,945-236,3
201208,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15259,4120-1483,14
201208,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14251,2993-1676,22
201208,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6356,1208-423,7
201208,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6666,733-352,6
201208,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,96832,24208-9199,200
201208,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,95008,25652-15391,171
201208,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,3581,573-218,2
201208,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,3457,588-176,5
201208,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3686,663-278,4
201208,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3592,539-280,2
201208,TACA,TA,International,Central America,Deplaned,Other,International,G,3790,531-170,4
201208,TACA,TA,International,Central America,Enplaned,Other,International,G,3529,388-178,2
201208,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,A,35942,7907-4823,26
201208,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,A,36632,9524-3619,40
201208,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,34782,6956-4243,31
201208,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34761,7300-4234,56
201208,United Airlines,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,50351,9567-2200,46
201208,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,24678,5182-2332,22
201208,United Airlines,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,50235,9042-5335,30
201208,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,23767,4991-3045,23
201208,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,483,58-27,0
201208,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,357533,32178-8045,122
201208,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,360563,75718-26501,338
201208,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8271,1820-1128,15
201208,United Airlines,UA,International,Asia,Deplaned,Other,International,G,63027,17648-10942,147
201208,United Airlines,UA,International,Asia,Enplaned,Other,International,G,62403,17473-5242,99
201208,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,3163,506-213,2
201208,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,8048,1207-290,9
201208,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,7750,1628-521,11
201208,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1264,278-142,2
201208,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,12095,1210-581,5
201208,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,10220,1635-1095,6
201208,United Airlines,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,10,1-0,0
201208,United Airlines,UA,International,Europe,Deplaned,Other,International,G,28093,3090-958,22
201208,United Airlines,UA,International,Europe,Enplaned,Other,International,G,29928,5986-3173,40
201208,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,759,83-31,0
201208,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,5191,675-405,5
201208,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,5123,615-246,2
201208,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,96,13-4,0
201208,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,11084,1884-1017,9
201208,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11623,2092-711,9
201208,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,2050,349-213,2
201208,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1997,439-140,2
201209,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,17698,3009-1866,12
201209,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,19983,2198-1407,10
201209,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,5754,921-267,3
201209,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 1,B,22176,5322-1863,40
201209,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 1,B,22780,4556-1868,38
201209,Air China,CA,International,Asia,Deplaned,Other,International,G,4329,823-535,4
201209,Air China,CA,International,Asia,Enplaned,Other,International,G,4715,613-282,3
201209,Air France,AF,International,Europe,Deplaned,Other,International,A,10515,1998-699,10
201209,Air France,AF,International,Europe,Enplaned,Other,International,A,10796,972-301,6
201209,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,3178,413-227,2
201209,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,4766,1287-489,9
201209,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,6680,1069-673,6
201209,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,6999,1960-1078,13
201209,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,29388,7935-1984,40
201209,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,33214,9300-5580,40
201209,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,4159,499-319,4
201209,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,5168,620-360,4
201209,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,6093,1280-512,7
201209,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,793,182-46,1
201209,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5940,1426-799,11
201209,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,9998,2599-1274,9
201209,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2773,471-301,2
201209,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5669,510-158,2
201209,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6001,1440-878,9
201209,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,138090,20714-9736,85
201209,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,138552,19397-12802,65
201209,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,4669,420-151,3
201209,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4524,407-232,2
201209,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4674,795-437,4
201209,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,5409,1352-649,9
201209,British Airways,BA,International,Europe,Deplaned,Other,International,A,19453,5447-2615,36
201209,British Airways,BA,International,Europe,Enplaned,Other,International,A,18988,2848-1566,17
201209,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,9571,1053-337,8
201209,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,11106,3110-2084,13
201209,China Airlines,CI,International,Asia,Deplaned,Other,International,A,8919,1338-348,8
201209,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10254,2256-1038,18
201209,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 1,B,52157,13039-4564,74
201209,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 1,B,52204,12007-6364,44
201209,Delta Air Lines,DL,Domestic,US,Deplaned,Low Fare,Terminal 1,C,21516,3227-807,20
201209,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,62701,5643-1749,34
201209,Delta Air Lines,DL,Domestic,US,Enplaned,Low Fare,Terminal 1,C,20904,2090-481,8
201209,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,63704,16563-8116,78
201209,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,10122,1113-579,5
201209,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11311,2149-817,12
201209,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,12585,1133-702,7
201209,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12490,1749-1102,6
201209,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7556,2116-656,9
201209,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6962,1462-716,5
201209,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4470,1162-604,6
201209,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4096,901-541,6
201209,Icelandair,FI,International,Europe,Deplaned,Other,International,A,809,170-80,1
201209,Icelandair,FI,International,Europe,Enplaned,Other,International,A,975,137-49,0
201209,Independence Air,DH,Domestic,US,Deplaned,Low Fare,International,A,4550,1092-612,6
201209,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,4446,1112-234,6
201209,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7147,1715-463,6
201209,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7924,1743-1168,8
201209,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9383,938-535,5
201209,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9113,2369-616,13
201209,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4115,412-222,2
201209,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3812,610-317,3
201209,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,20840,2292-848,9
201209,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,19478,4675-982,30
201209,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,1502,376-98,1
201209,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,1735,260-159,1
201209,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5011,852-460,7
201209,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7101,1207-724,7
201209,Miami Air International,GL,International,Canada,Deplaned,Other,International,A,28,7-2,0
201209,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,1594,175-112,1
201209,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,2984,597-346,2
201209,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,46907,6098-1464,43
201209,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,48977,5387-1347,36
201209,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6229,872-349,4
201209,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6559,1312-853,11
201209,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11573,2083-1312,13
201209,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10360,2797-1566,16
201209,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14694,3527-988,20
201209,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,17250,3450-1967,14
201209,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6658,1198-300,5
201209,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6553,1311-656,6
201209,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,102254,22496-7874,105
201209,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,101134,20227-4652,123
201209,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,3719,893-277,6
201209,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,3508,421-253,1
201209,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3508,526-263,2
201209,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3448,552-265,3
201209,TACA,TA,International,Central America,Deplaned,Other,International,G,3527,705-388,4
201209,TACA,TA,International,Central America,Enplaned,Other,International,G,4037,646-207,2
201209,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,A,38737,3486-1499,21
201209,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,A,37680,10174-5290,41
201209,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36058,9736-6134,70
201209,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34562,5530-1161,29
201209,United Airlines,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,56427,12978-6878,106
201209,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,24678,4936-2369,21
201209,United Airlines,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,56155,5616-1292,38
201209,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,23767,4040-1778,14
201209,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,483,58-15,0
201209,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,355551,67555-39182,363
201209,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,355445,35545-11730,219
201209,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8271,2233-491,13
201209,United Airlines,UA,International,Asia,Deplaned,Other,International,G,63128,6944-2569,25
201209,United Airlines,UA,International,Asia,Enplaned,Other,International,G,68237,18424-6448,70
201209,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,3354,369-229,2
201209,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,6280,942-462,4
201209,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,9056,1177-765,5
201209,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1046,136-49,1
201209,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10103,2324-1534,10
201209,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,8022,1524-564,6
201209,United Airlines,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,40,11-7,0
201209,United Airlines,UA,International,Europe,Deplaned,Other,International,G,27617,2762-663,10
201209,United Airlines,UA,International,Europe,Enplaned,Other,International,G,26955,6469-4270,37
201209,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,862,112-39,0
201209,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,7347,1176-788,7
201209,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,8491,1698-798,9
201209,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,230,62-16,0
201209,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9604,1729-951,9
201209,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,9751,2535-1191,9
201209,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,1326,133-65,1
201209,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1458,292-88,1
201210,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,16855,4382-1665,23
201210,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17376,3996-1439,14
201210,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,2911,728-197,4
201210,ATA Airlines,TZ,International,Canada,Deplaned,Low Fare,International,A,284,28-12,0
201210,ATA Airlines,TZ,International,Canada,Enplaned,Low Fare,International,A,284,60-19,0
201210,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 1,B,18143,3991-2435,22
201210,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 1,B,18144,4536-2858,23
201210,Air China,CA,International,Asia,Deplaned,Other,International,G,4550,865-260,4
201210,Air China,CA,International,Asia,Enplaned,Other,International,G,4149,1037-239,4
201210,Air France,AF,International,Europe,Deplaned,Other,International,A,7121,712-320,3
201210,Air France,AF,International,Europe,Enplaned,Other,International,A,7574,1212-412,9
201210,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,4085,490-279,2
201210,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,4583,504-227,2
201210,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,5892,1296-842,5
201210,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,5929,1304-691,5
201210,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,31136,4670-2569,38
201210,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,34920,6635-2190,51
201210,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,3923,824-552,4
